bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,yr_built,price
3,2,1830,9152,1,5,1959,550000
3,1,1500,3920,1,3,1947,606000
4,2.5,2210,6080,1,4,1965,334000
3,2,1270,1323,3,3,2006,360000
2,1,1140,1730,1.5,3,2007,235000
3,2.5,1620,1173,3,3,2008,580000
3,2,1220,1186,3,3,2007,355000
2,2.5,750,1430,2,3,2006,375000
4,1.75,1960,9300,1,5,1979,372000
3,1,1370,3000,1.5,3,1924,479000
5,4,4580,4443,3,3,2004,2000000
4,4.25,5584,68257,2,3,1998,1680000
2,1,1010,4320,1,5,1924,501000
3,1.75,1260,6908,1,3,1994,245000
3,2.5,1740,5782,2,4,1989,496700
4,1.5,2670,10026,2,3,1996,347000
2,1,720,7200,1,5,1943,199000
3,2.5,2460,4399,2,3,2007,440500
4,2.5,3670,7000,2,3,2005,820000
4,3.5,2630,3435,1.5,3,1984,325000
3,1.75,1570,8459,1,3,1991,195000
3,3,2980,28000,1,3,1981,675000
3,2.5,1560,4200,2,3,2003,295000
3,2.5,1620,7410,1,5,1955,355300
3,1,1140,5000,1,3,1960,276000
2,1.5,2730,19877,1,4,1976,460000
3,2,2130,35169,1,4,1989,880000
3,2.5,1780,4050,2,3,2001,370000
4,2.5,2100,3916,2,3,2009,346000
3,1,1140,8800,1,3,1972,172500
3,1.5,1690,9144,1,4,1956,379950
2,1,1160,6000,1,4,1942,468000
4,2.75,1720,6270,2,3,1978,477000
3,1,1210,3328,1.5,4,1924,529000
3,1.5,1255,1374,3,3,2004,312000
2,1,880,7683,1,3,1942,326100
3,1,1050,9206,1.5,3,1954,360000
3,1.75,1650,12940,1,4,1961,438000
3,1,1570,9467,1,3,1954,360000
4,2.5,2920,7200,1,3,1921,1050000
4,3,3000,4000,1.5,3,1913,688000
3,1.75,1850,7735,1,4,1983,585000
3,2.5,1440,7741,1,4,1983,265000
3,1.75,1440,8775,1,3,1973,375000
3,1,1810,12375,2,3,1970,326500
2,1,1180,9350,1,3,1918,160000
4,3.75,3070,5850,2,5,1927,1570000
5,2.75,3390,5211,2,3,2004,735000
2,1,1470,6120,1,2,1940,400000
4,2.5,2680,7200,1,3,1952,800000
4,2.25,2290,10687,2,3,1978,949880
3,1.75,1980,8100,1,4,1949,405000
4,2.5,2870,9292,2,3,1979,399000
3,2,1840,4750,1,5,1951,730001
4,3.25,4060,13000,2,3,2000,1795000
3,2,1630,8018,1,3,2003,260000
2,2,1880,5400,1.5,3,1902,751750
3,1.75,1780,13095,1,4,1983,325000
4,2,2330,6250,1,4,1941,344950
3,1.75,1840,4030,1,5,1925,457500
5,2,2330,10750,1,4,1962,389000
4,2.5,3200,6473,2,3,2005,515000
3,2.5,2330,1987,2,3,2004,732000
3,2.25,1950,8868,1,3,1964,415000
4,3.5,3080,4815,2,3,1937,1655000
2,1,1040,5527,1,3,1951,535000
4,4.25,1960,3565,2,3,1940,540000
5,3,2750,3800,1.5,5,1926,525000
3,1.75,1930,36210,1,3,1977,570000
5,4.5,4850,40902,2,3,2001,569950
4,2.5,1982,6406,2,3,2004,283200
3,2.75,2640,4050,1.5,5,1926,1100000
4,2.5,1850,50662,1,3,1978,830000
4,2.25,1940,9144,1,4,1956,495000
5,3,2840,7199,1,3,2003,292050
5,1.5,1900,10226,1,3,1961,415000
5,1,1410,6400,1,5,1955,295832
4,2.5,2520,8515,2,3,1999,450000
4,3.75,3160,9525,2.5,3,1997,1381000
4,3,3720,29043,2,3,1991,857000
3,3.5,1820,1501,2,3,2014,499950
3,2,1560,8640,1,5,1967,465000
3,1,1600,5952,1,4,1964,329000
3,2,1230,11502,1,4,1984,475000
3,1,960,8100,1,3,1955,255000
3,1,1270,4000,1.5,3,1928,435000
3,2.5,2810,7700,2,3,2001,685000
2,2.5,2160,5581,1,3,2002,715000
3,3,2520,2152,1.5,3,1925,780000
2,1.5,1180,844,2,3,2005,345000
4,2.25,1810,4970,2,3,2003,355000
3,2.5,1680,15711,1,3,1994,282000
3,1,910,5250,1,4,1971,244000
3,3.75,3250,5797,2,4,1951,967500
3,1.5,2000,7294,1,3,1965,375000
3,3.25,3790,19000,2,3,1985,1600000
3,1.75,2310,78844,1,3,1977,527500
3,2.25,2510,6339,1.5,5,1932,994000
3,1.75,1320,6205,1,5,1948,313000
3,2.25,2370,217800,2,3,1979,587000
3,1,900,7500,1,4,1972,304000
3,2.5,2540,7680,2,4,1940,675000
4,1,2100,9288,1,4,1968,305000
3,1,1200,6250,1,3,1943,280000
5,4,3720,15200,2,3,2005,960000
3,2.25,1760,4539,2,3,1988,500000
3,1.75,1670,7415,1,3,1987,274950
3,2.5,2420,8252,2,3,1998,455600
5,3,3480,15185,2,4,1964,970000
4,2.5,1630,4473,2,3,2003,312900
4,2.5,2340,5600,2,3,1921,535000
2,1,920,3780,1,3,1910,427000
2,1,910,6490,1,3,1942,405000
3,1,1150,4945,1,3,1943,480000
3,1.5,2500,4774,1.5,3,1940,725000
4,2.5,3250,235063,1,3,1973,293000
4,2,1930,6600,1,4,1967,268000
4,3.5,3400,234352,2,3,1991,475000
3,2.5,1590,2550,3,3,1985,488000
4,2.5,3330,7399,2,3,2009,760000
5,4.5,4590,14685,2,3,2009,1710000
3,2.5,2610,7256,2,3,2014,754950
3,2.5,1658,2700,2,3,2014,263900
3,3.5,1600,1431,2,3,2006,460000
3,3,1296,1051,3,3,2009,399950
2,2.25,1280,835,2,3,2009,370000
4,3,5940,11533,2,3,2004,1149000
4,3.25,2510,5311,2,3,2009,450800
3,3.5,2710,3475,2,3,2005,627000
3,2.5,1750,1548,3,3,2013,495000
3,1,1430,19901,1.5,4,1927,310000
4,1,1660,34848,1,1,1933,550000
2,1,1320,8865,1,4,1943,215000
4,3,2580,209523,2,3,1984,799000
4,2.5,2740,43101,2,3,1993,630000
3,2.5,2495,4400,2,3,2007,267000
6,2.75,2300,24773,1.5,4,1950,900000
3,1.5,1300,12240,1,3,1963,365000
4,2.5,2230,10414,1,5,1974,544500
4,2.75,2020,2750,1,3,1917,599000
4,2.25,2000,3800,2,3,2001,815000
2,1,1060,8187,1,4,1952,254000
2,1.75,2080,4800,1,5,1923,740000
3,2,2030,24829,1,4,1979,225000
3,2.5,2690,7000,2,5,1943,925000
4,2.5,3240,10800,1,3,1946,1285000
3,2.5,1550,12920,2,5,1999,537000
4,2,1480,3132,1,5,1910,335000
4,2.75,3040,2800,2,3,1906,840000
3,1.5,1560,7300,1,4,1964,224000
3,2.5,2250,3757,2,3,2006,395000
3,1,1100,4600,1,3,1917,450000
3,1,1700,6356,1.5,3,1907,681000
5,1.5,2680,28014,1,4,1963,898000
3,1,800,2296,1,4,1908,370000
2,1.75,1350,6315,1,3,2005,429000
3,1,820,7680,1.5,3,1910,150000
3,2.5,3160,4270,2,3,2006,555000
3,2.75,1720,28000,1,4,1958,326000
3,2.5,1680,6755,2,3,1994,225000
3,1.75,1300,7958,1,3,1996,245100
3,2.5,2190,10370,2,3,1987,665000
3,2.5,1720,4006,2,3,1994,535000
3,1,1160,11776,1,3,1968,305000
7,4,3150,34830,1,3,1957,999000
3,1.75,1210,8075,1,4,1983,215000
3,1.75,1980,5100,1,3,1965,432500
4,2.5,2990,5669,2,3,2003,655000
3,1.5,1430,9600,1,4,1966,266200
3,2.5,2060,4030,2,3,1999,244615
4,3,2230,52983,2,3,1991,460000
4,2.5,3090,18645,2,3,1995,370000
6,3.25,4250,23326,1,3,1967,465000
3,2.5,1970,23180,1,3,1937,1175000
2,2,1700,3171,1,5,1927,189000
3,2.5,2510,5503,2,3,1995,820000
6,2.75,3610,17580,1,5,1959,968000
4,3.25,2980,7000,2,3,1900,1400000
3,1.75,1610,6480,1,4,1947,438750
4,2.75,3650,6982,2,4,1951,1210000
4,2,2510,38141,1,3,1960,600000
3,1,1110,6000,1.5,5,1932,589000
3,2,1650,6150,2,4,1926,590000
3,2,1980,12150,1,3,1994,479900
2,1.5,880,1157,2,3,2007,210000
3,1.75,1490,9800,1,4,1947,745000
3,2,2520,5400,1.5,4,1906,840500
3,1.75,1820,22320,1,3,1977,420000
7,4.5,4140,9066,1,3,1978,565000
4,2.5,3420,8405,2,3,2000,840000
4,2.5,3150,7277,2,3,2006,681716
3,1.75,1580,7416,1,3,1967,600000
3,2,1660,8281,1,3,1949,380000
3,1,1100,10125,1,3,1969,168500
2,1,1270,3200,1,4,1920,355000
4,1,1450,6250,1,3,1964,277000
4,2.25,1830,9485,1,4,1989,236000
3,1.75,1300,4127,1,4,1918,270000
2,1.75,2320,5500,1.5,3,1925,700000
4,2.75,1680,9545,1,4,1979,425000
3,2.5,2300,5500,1.5,4,1921,635000
3,1.75,1400,4000,1,3,1951,510250
4,2.25,2410,4560,2,5,1929,960000
3,2,1480,7480,1,4,1992,254000
3,1,1390,9624,1.5,4,1954,299000
2,1,830,2699,1,3,1996,175000
2,1,740,9003,1,3,1949,157500
5,2,1940,6000,1,5,1945,580000
3,1,1340,15600,1,4,1978,124740
8,3.5,4440,6480,2,5,1959,1970000
2,1,800,6240,1,3,1954,285000
3,1.75,1310,9645,1,3,1979,242000
4,1.75,2330,4000,2,5,1924,840000
2,3.25,1400,1243,3,3,2000,474800
4,2.5,2360,4367,2,3,2003,490000
3,2.25,1840,5752,2,3,2003,465000
4,2.5,2680,7178,2,3,2004,515000
3,3.75,3890,7140,1,3,1943,430000
3,2,1400,8640,1,5,1968,253400
3,2.5,2400,9701,1,3,1990,355000
4,2.25,2920,46355,2,4,1998,740000
2,2,1390,1302,2,3,1986,186950
3,2.5,1680,11193,2,3,1984,306000
4,1.5,2040,8800,1,4,1961,510000
2,1,1080,4000,1,3,1940,345000
3,2.75,2280,4280,1,5,1917,875000
4,3.5,4490,5099,2,3,2006,700000
4,3.25,4700,9160,1,3,2005,1400000
4,2.5,2798,4473,2,3,2012,499950
3,2.5,2810,5400,2,3,2005,739000
4,2.5,3753,7204,2,3,2008,363000
4,3.5,3910,8095,2,3,2007,782000
2,2.5,1050,1609,2,3,2005,325000
4,1,1600,4300,1.5,4,1916,485000
4,2.25,2590,10002,1,4,1968,452000
4,2.25,1720,9753,1,4,1978,264950
6,2.5,4410,14034,1,4,1965,472000
3,1.75,1590,11914,1,3,1957,267500
4,2.5,2440,22594,2,3,1996,565000
3,2.5,1360,1016,3,3,2003,535000
2,1,910,7000,1,3,1952,389000
4,1.5,1390,7200,1,3,1965,400000
3,1.5,1470,14821,1,4,1958,264000
4,2.5,2920,9904,2,4,1990,690000
3,1.75,1950,52256,1,4,1985,412000
3,2.5,2390,4555,2,3,2006,695000
3,1.5,1270,11600,1,4,1964,246500
2,1,950,7560,1,3,1958,230000
2,1,900,423838,1,5,1925,302000
4,2.25,2280,6660,1.5,3,1940,820000
3,1,1010,5490,1,3,1954,145000
2,1,1260,5000,1,3,1951,436500
4,3.5,4730,13586,1.5,5,1935,2453500
3,2.5,2620,21587,2,3,1992,672000
3,2.25,2330,4000,1.5,5,1927,680000
5,3,2170,2440,1.5,4,1911,750500
5,2,2450,9488,1,4,1900,550000
4,1.75,1880,7632,1,4,1978,266500
4,2,2300,3400,1.5,5,1915,619000
3,2,1240,14404,1,3,1988,405000
2,1,820,3844,1,4,1916,300000
4,2,1530,6375,2,3,1942,231000
5,3.25,2900,12160,1,4,1967,790000
4,2.75,1240,3867,1,3,1987,400000
4,3.5,4140,13392,2,3,2000,950000
4,2,2240,7725,1,5,1956,450000
3,2,1480,5000,1,4,1928,595000
3,2.25,2270,8876,1,3,1977,332000
3,1,1250,6250,1,2,1949,155000
5,2,1930,9747,1,4,1962,400000
4,1.75,1700,7800,1,5,1981,349000
3,1,1590,6420,1,3,1944,529000
5,1.75,1880,10000,1,3,1963,405000
4,1.75,1640,4240,1,5,1921,635200
3,1.5,2600,5085,1,4,1940,540000
2,1,710,1173,2,4,1943,402000
6,4.25,6980,15682,3,4,1999,3100000
3,1.5,1460,5040,1,3,1971,329932
3,2.5,2080,9827,2,3,1989,300000
5,2.5,2630,9216,2,3,2003,525000
4,3.25,4430,21000,2,3,1952,2750000
4,2.5,2760,6850,2,3,1999,602500
4,2,1670,12056,1,3,1955,400000
4,1.75,1990,4725,1.5,4,1944,445000
3,3,2600,5238,1.5,3,1989,525000
2,1,1320,1824,1.5,4,1909,395000
3,1.5,2240,3800,2,3,1929,510000
4,2.25,1960,8680,1,4,1959,723000
3,2,2590,108900,2,3,1988,503000
4,2.75,2620,6707,2,3,2000,672500
3,2.5,2770,9136,2,3,1991,860000
3,1,2110,10005,1,5,1924,475300
4,2.5,2290,4539,2,3,2001,295000
4,4.25,4960,6000,2.5,3,1909,1425000
2,1,1110,26051,1,3,1951,250000
4,2.75,3310,6166,2,3,2008,658000
2,1,900,8580,1,3,1918,83000
3,1.75,1940,7313,1,4,1960,685000
3,1.75,1590,7617,2,3,1986,210000
3,2.5,2930,6050,2,3,2008,650880
4,2.5,2040,22653,2,3,2011,350000
2,2.25,1000,905,3,3,2006,305000
3,3.25,1730,1229,2,3,2008,645000
3,1,1220,4800,1,3,1901,385000
3,2.25,3060,12095,2,3,1983,860000
4,2.5,2910,5000,2,3,2002,395000
3,1.75,1050,5850,1,3,1980,260000
3,2,1560,7352,1,3,1992,196440
3,1.75,1680,3000,1,4,1900,425000
4,3.25,4140,20734,1,3,1977,2400000
3,2,1550,8509,1,3,1959,369000
6,2.75,5700,20000,1,4,1977,1385000
3,2.5,2200,7278,2,3,1990,349900
2,2.5,1740,2500,2,3,1994,650000
3,1,1210,9525,1,3,1955,299950
4,3.25,4240,25639,2,3,1989,625000
3,2.25,1590,11745,1,3,1978,190000
4,1.75,3420,7200,1,5,1947,715000
4,2.5,3190,11375,1,5,1946,659000
3,1.75,1920,5405,1,4,1947,490000
2,1.75,1340,4664,1,3,2004,415000
3,1.75,1700,8400,1,3,1947,750000
4,2.5,2310,3570,1.5,3,1927,700000
3,1.75,1510,44000,1,3,1989,425000
3,2.5,2670,10082,1,3,1987,642000
4,2.25,2060,8470,1,3,1983,655000
3,2.5,2090,6000,1.5,4,1928,1365000
5,2.5,3090,23265,1,3,1957,458000
2,2.5,1240,1546,2,3,2007,330000
3,2.5,1860,3690,2,3,2000,384950
3,1.5,2000,7350,1,3,1953,560000
4,1.75,2500,92347,1,4,1970,950000
4,2.25,1820,20349,1,5,1977,465000
3,2.25,1820,8058,1,3,1974,425000
3,2,1060,5750,1,3,1981,315000
3,2.5,1950,9906,2,3,1988,530000
2,1,940,4800,1,4,1911,399000
2,1.5,1220,3568,1.5,4,1976,168000
5,3.5,4180,17935,2,3,2004,1886700
3,1,1200,9800,1,4,1971,374000
5,3.75,3990,18897,2,3,1937,740000
2,1,1880,7560,1,3,1919,280000
4,2.5,2280,7200,2,3,1994,322000
3,1.75,2580,11000,1,4,1951,459900
4,2.75,2600,4674,1,3,1976,750000
4,2.5,3150,13700,2,4,1966,1256500
4,3.5,5550,28078,2,4,2000,3710000
5,2.75,2220,4000,1,3,1973,427000
2,2.25,1730,31491,2,4,1947,800000
4,3,2840,4120,1.5,4,1931,735000
4,2.5,2560,8780,2,3,1992,642000
3,2,1330,6000,1,4,1900,240000
2,1,1890,5202,1.5,4,1909,645500
7,4.5,4290,37607,1.5,5,1982,840000
2,2,1540,54450,2,3,1983,475000
4,2,2340,50233,1,4,1966,568000
3,1.75,2180,10230,1,4,1961,325000
3,2.5,2780,11964,2,3,2009,825500
4,2.75,2620,6019,2,3,2013,499431
4,3.5,3760,5000,2,3,2014,919204
4,2.5,2720,4738,2,3,2012,545000
3,2.25,2675,40910,2,3,1984,660000
5,2.75,2080,13189,2,3,1987,538888
3,2.5,2460,12028,2,3,1996,693000
3,2.5,1960,3480,2,3,2004,289950
4,2.5,2550,6256,2,3,1992,587000
3,2.25,1760,1146,3,3,2014,615000
3,1.75,1620,7330,1,4,1974,459000
3,1.75,1790,12000,1,3,1960,243000
4,3.5,3480,7232,2,3,1926,1505000
4,1.75,2780,9900,2,4,1978,660000
5,3,3640,8239,2,3,1982,1595000
1,1,750,4000,1,3,1918,250000
3,1,960,6634,1,3,1952,315000
3,1.5,2030,8880,1,3,1963,404000
3,2.75,2930,5569,1,3,2004,559900
2,2.5,1380,1073,2,3,2011,285000
3,2,1720,5525,1,5,1941,500000
2,1,1210,4800,1,3,1950,380000
3,1,950,4250,1.5,5,1948,469000
2,1.75,1710,4234,2,3,1920,405000
2,2,1410,12282,1.5,5,1909,439900
4,2.5,2910,7631,2,3,2006,525000
4,2.5,2220,7064,2,3,1988,580000
5,3.25,3160,13238,2,5,1972,1250000
3,2,1380,4500,1,3,2008,275000
3,2,1760,5000,1,5,1920,629000
1,1,730,3000,1,3,1911,395000
4,2.5,2460,5000,2,5,1938,965000
3,1.75,2160,6272,1,4,1960,820000
4,2.25,1990,4600,1.5,4,1932,661000
3,3,3740,39640,2,3,1991,789000
4,2.5,2710,5500,2,3,1999,668500
3,2.5,2680,7836,2,3,1990,350000
4,2,1850,7560,1,4,1978,250000
4,2.5,3190,7869,2,3,2001,725995
3,2.5,2730,5832,2,3,1998,1000000
3,1.5,1840,9990,2,5,1961,686000
4,2.5,2720,10000,2,3,1987,665000
4,3.5,4370,8510,2,3,2003,1965221
3,2.5,2290,3475,2,3,2006,653000
2,1,990,4802,1,3,1947,430000
2,1.5,1140,2980,2,3,1988,305000
4,1.5,1840,4337,2,4,1917,809000
2,1,1110,6800,1,5,1947,440150
4,2.5,2150,9070,2,4,1985,615000
3,2.5,2230,5750,2,3,2003,1035000
2,1,1170,6000,1,4,1941,455000
3,2.5,1960,7200,1,4,1940,635000
3,2.25,2610,9002,2,3,1988,675000
3,2.25,2130,8721,1,3,1987,316000
3,2.25,3020,43560,2,3,1969,955000
3,1.75,1670,5400,2,5,1912,985000
3,1.75,1890,7004,1,3,1965,465500
3,1,950,13475,1,3,1950,305000
4,2.5,2430,14400,1,5,1963,645000
4,2,2360,6000,1,5,1939,730000
3,1.75,1510,8301,1,3,1967,366000
3,2.5,2080,4828,2,3,2002,290000
3,2,1750,15500,1,3,1982,472500
3,2,1810,4064,1.5,3,1925,550000
4,1.75,1790,11875,1,4,1969,410000
4,2.75,2340,11034,1,3,1967,440000
3,2.5,1690,9626,2,3,1984,535000
4,2.5,2070,7476,2,3,2003,300000
3,2.5,2240,6396,2,3,2002,432500
4,3,4500,21780,2,3,1980,870000
3,1.75,2770,39927,1,4,1978,492000
3,1,1010,7245,1,3,1969,199950
3,1.5,1120,6900,1,5,1956,439800
5,2.5,3020,21441,1,4,1978,320000
4,3.25,4400,186846,2,4,1993,687000
3,1.75,1990,5650,1,3,1963,345000
3,1,1450,8820,1,3,1958,274950
4,2.5,1920,8497,2,3,1998,270000
2,2.5,1175,1366,2,3,2005,342000
3,1.5,1320,13200,1,3,1970,327000
5,2.5,3990,3839,1,4,1962,610000
2,1,1140,5720,1,3,1947,455000
4,1.75,1720,4240,1.5,4,1925,540000
4,2.75,2150,9915,1,5,1976,411000
3,1.5,1790,8203,1.5,3,1910,544000
2,2.5,2210,6327,1,3,2003,802000
3,2.75,2180,7519,1,4,1981,568500
3,2.25,1410,1290,2,3,2004,391000
3,2.5,1950,3600,2,3,2010,298000
3,2.5,1495,936,3,3,2006,400000
3,2.25,1660,6000,1,3,1979,425000
3,2.5,1950,8130,2,4,1990,328500
5,2.75,2550,5040,1.5,5,1902,650000
3,1.75,1370,3850,1,5,1911,850000
4,2.5,2200,4000,2,5,1908,930000
3,1.75,1250,6041,1.5,5,1942,530000
4,2.25,2220,8872,1,4,1961,495000
3,1.75,1620,4200,1,5,1945,500000
3,1.75,2250,26337,1,3,1980,325000
3,2.5,1720,99916,2,4,1990,365000
4,2.5,3030,9687,2,3,1998,471000
3,1,1030,9120,1,3,1961,223000
3,2.5,2190,4882,2,3,1999,503000
3,2,1440,5600,1,4,1942,230000
4,2.5,2170,9600,1,3,1980,550000
4,3.75,2930,3200,1.5,5,1925,1100000
3,1.5,1180,9048,1,3,1960,193000
4,4.25,2360,57514,2,4,1939,590000
3,1.5,1660,8797,1,4,1956,712500
3,2.75,2390,9313,1,5,1942,689800
3,2,1360,5120,1.5,4,1924,430000
3,2.25,1840,3500,1.5,5,1910,785200
3,2.25,1800,43647,1,4,1976,474900
4,3.75,4130,12320,2,3,2001,1070000
3,1.75,2220,132858,1,3,1988,435000
5,3.5,3490,9680,2,3,1980,941500
4,2.5,1830,5175,2,3,2003,312000
4,2.75,1550,4000,1.5,3,1930,835000
3,2,2050,9000,1,4,1951,713250
2,1,1230,6600,1,3,1906,440000
4,2.5,3150,5886,2,3,2014,580135
3,2.25,3800,33825,1,4,1976,575000
3,2.5,1350,3068,2,3,1991,613000
3,2,1530,8700,1,4,1970,235000
3,2.5,2290,2798,3,4,1953,660000
2,1.5,1480,15641,1,4,1940,280000
3,1.75,1970,10270,1,4,1966,268000
2,1,720,4840,1,4,1947,235000
3,2,1080,7236,1,5,1947,390000
4,2.5,2790,45902,2,3,1987,654950
5,2.75,2040,7488,1,4,1969,449500
3,1,1320,8220,1,3,1959,150000
3,2.25,1680,57063,2,4,1989,440000
3,2,2140,4923,1,4,1928,710000
3,1.75,1660,9600,1,3,1981,420000
3,2.25,1540,5338,1,5,1954,312000
3,2,1880,10758,1,5,1952,320000
3,1,1250,15603,1,4,1959,235000
5,2,2120,137565,1.5,3,1913,437000
3,1.75,1810,3000,1.5,4,1903,545000
3,2.5,2370,11172,2,3,1993,640000
3,2.5,1970,4036,2,4,2003,432000
3,2.5,2110,4099,2,3,2001,548000
3,3,2080,10521,1.5,3,2004,830000
4,2.25,3720,12384,1,5,1970,875000
2,1.75,1370,5125,1,5,1944,409950
4,2.5,2961,12146,2,3,1998,695000
3,2.25,2090,12112,2,3,1983,562100
3,2.5,2600,7210,2,3,1989,475000
3,2.25,1870,9000,1,3,1978,425000
4,2.5,2620,9873,2,3,1987,600000
3,2.5,2430,54059,2,3,1987,770000
3,1.75,1340,16480,1,4,1968,239000
2,1,1170,10621,1,3,1963,295000
3,1.75,2000,10182,1,5,1963,560000
5,2.5,2070,12000,1,4,1967,613000
4,3,4590,9150,2,3,1981,960000
5,1,2550,4623,2.5,4,1905,847000
3,1,1060,9600,1,4,1962,206000
2,1.75,1220,5000,1,5,1921,253000
4,2.25,1790,7203,1,4,1973,430000
3,2,2060,4040,1,4,1947,605000
2,2.5,1140,1182,3,3,2007,425000
4,2.5,2870,12648,2,4,1986,720000
6,1.5,2550,33740,1,4,1958,375900
4,3.5,2790,10125,1.5,5,1985,1298000
3,1,1110,7962,1,3,1962,210000
2,1,940,5375,1,4,1952,234000
3,1.75,2880,18296,1,3,1958,285000
3,1.5,1200,4800,1,4,1962,400000
3,1,1030,4958,1,5,1952,718000
2,2.5,1240,2689,2,3,1986,174500
3,2,1200,9566,1,3,1995,222400
3,3.25,2780,4002,2,3,2009,402500
3,2.25,1765,7652,2,3,1996,250000
4,2.5,1960,14242,1,4,1958,600000
2,2.5,2680,11214,1,3,2006,930000
3,2,1410,7622,1,4,1983,272500
4,2.5,2240,3712,2,3,2014,363990
4,2.75,3120,7644,2,3,2010,575000
3,2.25,1450,4706,2,3,2009,400000
3,3,2340,5002,2,3,2013,427874
5,2.75,2481,4045,2,3,2014,309000
3,3.25,1530,1602,2,3,2013,320000
3,2.25,1250,7500,1,5,1942,390000
1,0.75,560,12120,1,3,1967,299000
4,1.75,2200,7475,1,5,1955,375000
3,1.75,1460,10584,1,3,1997,240500
3,1.5,1650,9380,1,5,1978,320000
5,2.5,3200,17204,1,3,1952,1270000
3,2.25,2560,41346,2,3,1986,658588
3,2.25,2080,4252,1.5,3,2003,270000
3,1,1070,7140,1,3,1989,327500
3,1.75,2190,12626,2,4,1978,340000
3,1.5,2060,15837,1.5,3,1903,200000
3,1.75,2640,8000,1,4,1960,1025000
3,2.5,1720,8755,1,3,1983,275000
5,3.5,3880,13885,2,4,1979,1126000
2,1,960,4920,1,3,1942,280000
3,2.5,2340,59058,1,3,1985,485000
3,2.5,2660,13367,2,3,1992,1901000
3,1.75,2090,4725,2,3,1947,865000
3,2.5,1820,4910,2,3,1993,532000
4,2.5,2310,8030,2,3,1978,364950
3,1,920,14400,1,4,1977,212500
1,1,790,13062,1,3,1942,135000
2,1.75,1500,6800,1,4,1942,437000
3,1,1240,11108,1,4,1952,390000
4,2.5,2730,36183,2,3,1986,760000
3,1,1170,11000,1,2,1980,119500
5,3.25,3410,9088,2,3,1912,2400000
4,2.5,2700,9320,2,4,1994,837500
4,1.75,1650,7800,1,3,1968,327500
2,1,670,2378,1,3,1919,175000
3,2,1670,7757,1,3,1992,289950
3,1.75,1530,10731,1,3,1986,400000
3,2.25,1500,7615,1,3,1984,219950
4,1.75,1720,7200,1,3,1974,161700
5,3,2920,11440,2,3,2003,500000
3,1,910,4500,1,3,1948,465000
3,1,1050,4160,1,4,1925,540000
3,2,1540,7800,1,3,2004,525000
3,1,1210,7440,1,3,1949,324950
5,2.5,2650,11455,1,3,1961,565000
3,2,1990,3990,1,5,1912,760500
5,2.75,2660,8737,1,5,1969,1100000
4,2.5,4060,9734,1,3,1977,603500
5,2.5,2300,23345,1,5,1967,453500
6,2.75,2630,16411,1,4,1974,583000
2,1,770,8149,1,5,1948,275000
4,2.75,3790,10669,2,3,1999,875000
4,2.75,2540,7210,1,4,1979,335000
4,2.25,2500,8500,1,4,1978,646000
4,2.5,2150,7303,2,3,2005,392500
3,1.75,1670,9600,1,5,1961,785000
3,2,1800,12669,1,3,1956,470000
3,2.5,2070,12708,2,3,1996,560000
2,1,830,2820,1,4,1920,519000
3,2.25,2370,9619,1,4,1973,746000
3,1,1010,5400,1,3,1959,317000
3,1.5,1420,4500,1,3,1959,371000
4,2,2120,8701,1.5,4,1960,250000
4,1.75,2020,7029,1,4,1979,532000
3,2.5,1520,2208,2,3,2007,499950
2,1,820,6250,1,4,1922,375000
3,2.5,1690,1553,2.5,3,2007,640000
3,2,2260,11305,1,3,1986,400000
3,2.25,1830,7897,1,4,1986,572000
3,2,1350,11150,1,3,1995,310000
5,3.5,3280,4000,2,3,2003,989000
4,2.5,2770,45514,2,4,1989,685000
4,2.5,2770,8642,2,4,1987,907500
4,2.5,2460,5091,2,3,2003,427500
3,3.25,4720,32467,2,3,1998,860000
2,1,1250,8100,1,4,1947,365000
3,2,1710,7225,2,4,1988,250500
3,1.75,1840,5101,1,5,1952,411715
4,2.5,2000,5962,2,3,1999,415000
1,1,650,15364,1,4,1967,129000
3,1.5,1020,9072,1,3,1930,489000
2,1,1500,18540,1,3,1950,170000
3,2.5,2060,4399,2,3,2007,418500
3,1.5,1810,29308,1,3,1983,261000
6,4.5,3810,28176,1,5,1969,2005000
2,1.75,1650,4000,1,4,1947,355000
3,3.25,1540,704,3,3,2011,742000
3,1.5,2080,5244,1,3,1959,399950
3,2.25,2430,5500,2,3,1989,791000
5,2,1750,10284,1,4,1943,190000
3,1.75,1770,33224,1,4,1968,229500
3,2.5,1710,2300,2,3,2005,539000
4,2.25,2740,88426,2,3,1991,549000
5,2.5,2730,17240,1,5,1958,545000
3,2.5,2437,5136,2,3,2011,285000
4,2.5,3290,6203,2,3,2008,648000
4,3.5,2910,5260,2,3,2012,610000
3,2,1630,7599,1,3,2006,767450
4,3,4410,5104,2,3,2006,765000
3,2.5,1780,1487,3,3,2006,586500
3,3.25,1540,1487,2,3,2011,520000
3,1.75,1420,1189,3,3,2006,455000
3,2.5,2680,9750,1,4,1979,653000
3,2,1750,9750,1,3,1961,279950
3,2.5,2170,4912,2,3,2003,449950
3,2.75,2390,9966,1,5,1977,565000
4,2.25,2400,5350,1.5,4,1929,620000
3,1,1690,4250,1,3,1967,269000
3,3.5,3250,6000,2,3,2001,875000
4,3.75,4610,40202,1,4,1980,630000
4,2.75,2440,15349,2,4,1957,425000
